1.000000000000000000e+00,1.000000000000000000e+00,1.620000000000000000e+03,1.628000000000000000e+03
1.000000000000000000e+00,2.590000000000000000e+03,2.043000000000000000e+03,1.542000000000000000e+03
2.530000000000000000e+02,1.000000000000000000e+00,2.051000000000000000e+03,1.227000000000000000e+03
2.580000000000000000e+02,1.000000000000000000e+00,1.885000000000000000e+03,2.366000000000000000e+03
3.420000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.470000000000000000e+02,3.780000000000000000e+02,1.841000000000000000e+03,1.484000000000000000e+03
4.560000000000000000e+02,3.340000000000000000e+02,1.000000000000000000e+00,2.814000000000000000e+03
4.690000000000000000e+02,3.230000000000000000e+02,4.410000000000000000e+02,3.610000000000000000e+02
4.740000000000000000e+02,2.180000000000000000e+02,1.631000000000000000e+03,1.029000000000000000e+03
4.930000000000000000e+02,1.690000000000000000e+02,1.899000000000000000e+03,1.080000000000000000e+03
5.150000000000000000e+02,9.270000000000000000e+02,1.784000000000000000e+03,1.895000000000000000e+03
5.250000000000000000e+02,9.130000000000000000e+02,1.764000000000000000e+03,1.928000000000000000e+03
5.270000000000000000e+02,9.160000000000000000e+02,4.840000000000000000e+02,1.010000000000000000e+03
5.540000000000000000e+02,2.410000000000000000e+02,1.300000000000000000e+03,1.659000000000000000e+03
5.540000000000000000e+02,1.029000000000000000e+03,1.583000000000000000e+03,1.846000000000000000e+03
5.680000000000000000e+02,5.680000000000000000e+02,7.320000000000000000e+02,1.904000000000000000e+03
5.890000000000000000e+02,1.019000000000000000e+03,1.926000000000000000e+03,1.894000000000000000e+03
6.010000000000000000e+02,9.810000000000000000e+02,1.698000000000000000e+03,1.427000000000000000e+03
6.080000000000000000e+02,1.000000000000000000e+00,9.460000000000000000e+02,1.862000000000000000e+03
6.130000000000000000e+02,8.350000000000000000e+02,2.066000000000000000e+03,1.123000000000000000e+03
6.360000000000000000e+02,1.000000000000000000e+00,1.605000000000000000e+03,1.559000000000000000e+03
6.700000000000000000e+02,3.070000000000000000e+02,1.387000000000000000e+03,2.009000000000000000e+03
6.710000000000000000e+02,9.520000000000000000e+02,1.238000000000000000e+03,1.599000000000000000e+03
