   2.9463174e+02   9.1757485e+01   1.7456371e+03   5.1121497e+02
   3.2337425e+02   9.5589820e+01   1.8232707e+03   7.8940180e+02
   2.7930240e+02   1.2433234e+02   1.0631090e+03   3.7212156e+02
   3.2912275e+02   1.3008084e+02   1.1504467e+03   4.8533713e+02
   2.0073952e+02   3.6193713e+02   2.5672587e+03   1.7695251e+03
   5.5331437e+02   3.0061976e+02   1.1472120e+03   9.0261737e+02
   6.3762575e+02   1.5690719e+02   1.1892635e+03   1.0687365e+02
   7.6792515e+02   3.3319461e+02   1.4771545e+03   9.7701617e+02
   9.0588922e+02   3.1786527e+02   1.9720683e+03   7.6675868e+02
   1.0438533e+03   3.3127844e+02   4.9379641e+02   9.7701617e+02
   6.4720659e+02   4.0409281e+02   1.7941581e+03   6.7942096e+02
   6.3954192e+02   4.3858383e+02   2.2890719e+03   1.7242389e+03
   7.7367365e+02   4.8648802e+02   2.5413808e+03   1.5657371e+03
   7.7558982e+02   5.7463174e+02   1.8685569e+03   8.7350479e+02
   1.1534976e+03   6.8874940e+02   4.5821437e+02   1.3198976e+03
   9.4229641e+02   6.3594910e+02   1.0501701e+03   7.5381976e+02
   9.3271557e+02   4.9798503e+02   8.0109581e+02   5.5003174e+02
   8.6181737e+02   5.0181737e+02   4.2910180e+02   8.5409641e+02
   7.9091916e+02   6.7044012e+02   1.1019257e+03   5.1121497e+02
   7.7367365e+02   7.6624850e+02   1.8232707e+03   1.2099168e+03
   7.7750599e+02   6.4169760e+02   8.5608623e+02   1.1290485e+03
   7.9475150e+02   3.3511078e+02   1.6841772e+03   9.7701617e+02
   1.4900299e+02   5.3055988e+02   1.8685569e+03   1.4978078e+03
   2.1223653e+02   5.4780539e+02   2.2826024e+03   1.4137048e+03
   3.4061976e+02   4.9415269e+02   9.4018922e+02   7.4088084e+02
   2.8696707e+02   4.9032036e+02   2.0594060e+03   1.0481802e+03
   3.7511078e+02   4.5966168e+02   6.9111497e+02   4.4652036e+02
   3.6744611e+02   6.8193713e+02   7.7521796e+02   1.3004892e+03
   3.9427246e+02   5.8038024e+02   1.1860287e+03   7.1500299e+02
   3.5786527e+02   7.3558982e+02   6.1024671e+02   6.6648204e+02
   3.3103892e+02   7.8924251e+02   1.1472120e+03   1.4234090e+03
   6.4145808e+02   6.8576946e+02   1.4965629e+03   3.8506048e+02
   3.4253593e+02   3.1020060e+02   1.2668970e+03   4.6592874e+02
   6.0313473e+02   8.0457186e+02   5.1967425e+02   8.8644371e+02
   6.7594910e+02   8.6205689e+02   1.8717916e+03   1.3651838e+03
   7.1618862e+02   7.9882335e+02   1.2474886e+03   1.4169395e+03
   6.4145808e+02   7.6624850e+02   1.0339964e+03   1.1258138e+03
   6.2421257e+02   5.9762575e+02   1.4512766e+03   3.8506048e+02
   6.4912275e+02   4.8840419e+02   1.4771545e+03   5.0798024e+02
   4.6708683e+02   4.9415269e+02   1.8200359e+03   9.5113832e+02
   1.3175749e+02   7.0493114e+02   7.5580958e+02   8.1204491e+02
   2.0073952e+02   6.8960180e+02   5.4555210e+02   1.3101934e+03
   2.3139820e+02   7.9690719e+02   1.9009042e+03   1.0740581e+03
   8.5415269e+02   7.7199701e+02   1.3639389e+03   7.0529880e+02
   8.7523054e+02   7.5091916e+02   1.6130132e+03   5.4356228e+02
   9.4421257e+02   5.5163772e+02   2.4605126e+03   1.3004892e+03
   8.5223653e+02   6.0912275e+02   1.1827940e+03   5.5650120e+02
   8.4073952e+02   4.2133832e+02   2.1014575e+03   7.6352395e+02
   8.7139820e+02   4.1175749e+02   1.4771545e+03   1.2228557e+03
   9.1355389e+02   4.0792515e+02   1.8912000e+03   4.9504132e+02
   9.4229641e+02   4.0984132e+02   1.2280802e+03   1.2940198e+03
   9.8445210e+02   4.0792515e+02   6.7170659e+02   7.6999341e+02
   1.0170269e+03   4.0600898e+02   2.3893485e+03   1.3101934e+03
   1.0381048e+03   3.5618862e+02   1.9267820e+03   8.6380060e+02
   7.8325449e+02   3.9642814e+02   7.4934012e+02   7.0853353e+02
   7.8325449e+02   4.5391317e+02   2.1273353e+03   5.3709281e+02
   7.6409281e+02   4.1558982e+02   1.9591293e+03   4.7239820e+02
   6.3379341e+02   3.6193713e+02   1.8103317e+03   5.0474551e+02
   5.9163772e+02   3.7151796e+02   6.7494132e+02   7.7761078e+01
   5.5906287e+02   3.4852395e+02   1.4480419e+03   5.4679701e+02
   3.7511078e+02   3.5427246e+02   7.3640120e+02   5.2738862e+02
   4.0385329e+02   3.6960180e+02   6.1995090e+02   3.4624371e+02
   3.7319461e+02   5.2289521e+02   7.9462635e+02   9.2202575e+02
   3.6552994e+02   6.1295509e+02   2.2858371e+03   1.6304317e+03
   4.2301497e+02   7.0109880e+02   2.9324311e+02   1.4751647e+03
   4.4600898e+02   7.5091916e+02   5.9083832e+02   7.6999341e+02
   3.7894311e+02   7.8924251e+02   1.7650455e+03   3.2360060e+02
   6.8552994e+02   3.7726647e+02   2.2588720e+03   1.0366962e+03
   6.7978144e+02   3.5618862e+02   8.7225988e+02   5.0798024e+02
   7.8517066e+02   8.2373353e+02   2.0788144e+03   1.4169395e+03
   9.4612874e+02   7.5666766e+02   2.1435090e+03   1.2519683e+03
   9.7103892e+02   8.4289521e+02   1.9364862e+03   6.6648204e+02
   1.0170269e+03   5.5163772e+02   2.0205892e+03   8.4762695e+02
   1.0419371e+03   5.9570958e+02   1.0081186e+03   5.5973593e+02
   1.0093623e+03   6.3786527e+02   6.2318563e+02   7.7761078e+01
   1.0055299e+03   4.9798503e+02   1.6421257e+03   8.9614790e+02
   6.6253593e+02   8.0265569e+02   5.4878683e+02   5.9208323e+02
   3.3103892e+02   9.8469162e+02   7.3963593e+02   9.8672036e+02
   3.0038024e+02   8.8696707e+02   1.6550647e+03   7.0529880e+02
   9.9786527e+02   8.8888323e+02   4.9056168e+02   6.5030838e+02
   1.0975060e+03   1.0440928e+03   7.1699281e+02   1.3490102e+03
   9.6720659e+02   1.0172665e+03   1.6744731e+03   1.7533515e+03
   1.1569072e+03   9.1187725e+02   6.7817605e+02   1.2875503e+03
   1.0898413e+03   8.9079940e+02   5.0350060e+02   5.6297066e+02
   1.0725958e+03   6.9918263e+02   1.6680036e+03   1.0837623e+03
   1.6241617e+02   8.0648802e+02   5.5525629e+02   1.6077886e+03
   2.3906287e+02   3.8301497e+02   1.7003509e+03   4.2711198e+02
   9.9594910e+02   5.9570958e+02   1.6680036e+03   8.1204491e+02
   1.0917575e+03   4.4433234e+02   5.0026587e+02   1.4525216e+03
   1.2642126e+03   1.0306796e+03   2.0011808e+03   3.2360060e+02
   1.4615778e+03   1.0287635e+03   2.1079269e+03   1.7242389e+03
   9.9211677e+02   7.0301497e+02   2.1402743e+03   1.0514150e+03
   1.1090030e+03   6.9918263e+02   4.1939760e+02   1.1516916e+03
   1.0745120e+03   5.6121856e+02   1.3574695e+03   1.2843156e+03
   6.8552994e+02   5.9762575e+02   1.6874120e+03   1.1905084e+03
   7.2193713e+02   5.4397305e+02   1.1148647e+03   1.3069587e+03
   2.9271557e+02   4.2517066e+02   1.5127365e+03   1.4428174e+03
   1.9690719e+02   4.0792515e+02   1.9623641e+03   9.3819940e+02
   5.0541018e+02   3.9451198e+02   1.1698551e+03   1.2325599e+03
   4.4026048e+02   3.6002096e+02   6.1024671e+02   1.4245569e+02
   5.8397305e+02   8.9463174e+02   1.3574695e+03   9.9318982e+02
   6.2804491e+02   8.6780539e+02   6.8788024e+02   1.3922096e+02
   5.3990120e+02   7.0301497e+02   1.6582994e+03   1.4492868e+03
   9.6720659e+02   5.9954192e+02   1.4706850e+03   6.8589042e+02
   1.0610988e+03   4.0984132e+02   2.4734515e+03   1.3813575e+03
   8.9055988e+02   3.6768563e+02   1.0760479e+03   4.7239820e+02
   2.8505090e+02   2.3738623e+02   9.0460719e+02   1.2163862e+03
   8.6564970e+02   6.9535030e+02   5.5525629e+02   1.0708234e+03
   1.1128353e+03   7.8541018e+02   1.4900934e+03   1.3296018e+03
