1.230000000000000000e+02,6.520000000000000000e+02,1.460000000000000000e+03,4.680000000000000000e+02
1.230000000000000000e+02,6.570000000000000000e+02,1.195000000000000000e+03,1.577000000000000000e+03
1.570000000000000000e+02,6.450000000000000000e+02,4.000000000000000000e+01,1.206000000000000000e+03
1.690000000000000000e+02,6.510000000000000000e+02,1.379000000000000000e+03,2.295000000000000000e+03
1.780000000000000000e+02,6.520000000000000000e+02,1.370000000000000000e+02,1.212000000000000000e+03
3.440000000000000000e+02,6.060000000000000000e+02,2.440000000000000000e+02,1.179000000000000000e+03
3.460000000000000000e+02,5.950000000000000000e+02,1.048000000000000000e+03,2.248000000000000000e+03
3.480000000000000000e+02,7.800000000000000000e+02,1.242000000000000000e+03,1.357000000000000000e+03
3.510000000000000000e+02,5.950000000000000000e+02,4.440000000000000000e+02,1.050000000000000000e+03
3.530000000000000000e+02,5.990000000000000000e+02,1.461000000000000000e+03,7.730000000000000000e+02
3.560000000000000000e+02,2.080000000000000000e+02,1.522000000000000000e+03,1.797000000000000000e+03
3.580000000000000000e+02,5.790000000000000000e+02,9.050000000000000000e+02,1.313000000000000000e+03
3.760000000000000000e+02,1.023000000000000000e+03,1.263000000000000000e+03,1.412000000000000000e+03
3.860000000000000000e+02,1.900000000000000000e+02,1.064000000000000000e+03,1.281000000000000000e+03
3.990000000000000000e+02,4.840000000000000000e+02,1.520000000000000000e+03,6.170000000000000000e+02
4.280000000000000000e+02,1.592000000000000000e+03,6.030000000000000000e+02,8.780000000000000000e+02
4.960000000000000000e+02,1.582000000000000000e+03,5.230000000000000000e+02,1.241000000000000000e+03
4.970000000000000000e+02,1.528000000000000000e+03,4.350000000000000000e+02,1.241000000000000000e+03
5.050000000000000000e+02,1.543000000000000000e+03,4.520000000000000000e+02,1.290000000000000000e+03
5.050000000000000000e+02,1.570000000000000000e+03,1.402000000000000000e+03,1.820000000000000000e+02
5.060000000000000000e+02,1.579000000000000000e+03,1.638000000000000000e+03,1.781000000000000000e+03
5.100000000000000000e+02,1.540000000000000000e+03,5.210000000000000000e+02,1.512000000000000000e+03
5.240000000000000000e+02,1.569000000000000000e+03,6.300000000000000000e+02,9.640000000000000000e+02
5.310000000000000000e+02,1.596000000000000000e+03,1.248000000000000000e+03,1.560000000000000000e+03
5.330000000000000000e+02,1.490000000000000000e+02,1.385000000000000000e+03,2.258000000000000000e+03
5.380000000000000000e+02,1.584000000000000000e+03,7.610000000000000000e+02,6.810000000000000000e+02
5.400000000000000000e+02,1.588000000000000000e+03,7.300000000000000000e+02,1.405000000000000000e+03
5.500000000000000000e+02,1.548000000000000000e+03,1.120000000000000000e+03,1.210000000000000000e+03
5.510000000000000000e+02,1.550000000000000000e+02,1.081000000000000000e+03,1.106000000000000000e+03
5.770000000000000000e+02,1.540000000000000000e+03,1.406000000000000000e+03,1.145000000000000000e+03
5.780000000000000000e+02,1.534000000000000000e+03,1.197000000000000000e+03,6.350000000000000000e+02
5.830000000000000000e+02,1.561000000000000000e+03,8.720000000000000000e+02,8.000000000000000000e+00
5.930000000000000000e+02,1.495000000000000000e+03,1.282000000000000000e+03,1.464000000000000000e+03
5.980000000000000000e+02,1.529000000000000000e+03,1.665000000000000000e+03,1.969000000000000000e+03
6.140000000000000000e+02,1.520000000000000000e+03,7.750000000000000000e+02,1.612000000000000000e+03
6.330000000000000000e+02,1.515000000000000000e+03,5.930000000000000000e+02,8.700000000000000000e+02
6.380000000000000000e+02,1.538000000000000000e+03,8.110000000000000000e+02,9.290000000000000000e+02
6.400000000000000000e+02,1.533000000000000000e+03,1.406000000000000000e+03,2.248000000000000000e+03
6.410000000000000000e+02,1.599000000000000000e+03,1.042000000000000000e+03,2.117000000000000000e+03
6.490000000000000000e+02,1.539000000000000000e+03,1.381000000000000000e+03,2.433000000000000000e+03
6.510000000000000000e+02,1.530000000000000000e+03,4.940000000000000000e+02,7.010000000000000000e+02
6.600000000000000000e+02,1.451000000000000000e+03,1.005000000000000000e+03,2.128000000000000000e+03
7.200000000000000000e+02,1.490000000000000000e+03,1.277000000000000000e+03,1.467000000000000000e+03
7.350000000000000000e+02,1.513000000000000000e+03,1.496000000000000000e+03,1.165000000000000000e+03
7.460000000000000000e+02,1.455000000000000000e+03,1.498000000000000000e+03,7.810000000000000000e+02
7.470000000000000000e+02,1.490000000000000000e+03,1.568000000000000000e+03,1.769000000000000000e+03
8.070000000000000000e+02,1.246000000000000000e+03,1.002000000000000000e+03,2.134000000000000000e+03
8.080000000000000000e+02,1.056000000000000000e+03,1.351000000000000000e+03,2.504000000000000000e+03
8.200000000000000000e+02,1.700000000000000000e+01,1.593000000000000000e+03,1.726000000000000000e+03
8.200000000000000000e+02,1.432000000000000000e+03,1.626000000000000000e+03,5.330000000000000000e+02
8.220000000000000000e+02,1.515000000000000000e+03,6.730000000000000000e+02,7.850000000000000000e+02
8.250000000000000000e+02,1.225000000000000000e+03,1.341000000000000000e+03,1.150000000000000000e+02
8.260000000000000000e+02,1.551000000000000000e+03,1.376000000000000000e+03,1.726000000000000000e+03
8.270000000000000000e+02,1.569000000000000000e+03,1.303000000000000000e+03,3.910000000000000000e+02
