   3.2468692e+02   1.8592056e+02   1.0042543e+03   4.0618896e+02
   4.8498598e+02   1.2132243e+02   7.2457776e+02   1.5462263e+03
   1.1022570e+03   1.0218224e+02   7.5775972e+02   1.1196011e+03
   1.2266682e+03   1.4524766e+02   1.1322418e+03   9.6791213e+02
   2.4812617e+02   2.6726636e+02   5.1126516e+02   8.3281415e+02
   5.7350935e+02   2.3855607e+02   8.1464308e+02   1.1219712e+03
   2.8162150e+02   2.5769626e+02   4.3779082e+02   1.2570692e+03
   9.6109813e+02   2.1223832e+02   5.7525894e+02   8.9680793e+02
   1.3032290e+03   3.0793925e+02   2.7188103e+02   4.3226050e+02
   6.5485514e+02   3.1033178e+02   1.0706182e+03   3.2560420e+02
   1.6917290e+02   7.2184579e+02   1.0066244e+03   8.9680793e+02
   1.3089252e+02   1.1836028e+03   3.6431649e+02   9.7265241e+02
   1.4524766e+02   1.3678271e+03   5.7051866e+02   3.1138336e+02
   4.0124766e+02   7.2423832e+02   3.2876439e+02   1.0058344e+03
   7.8165888e+02   1.1788178e+03   7.8383126e+02   1.5841485e+03
   3.7732243e+02   1.5161636e+03   9.6633204e+02   2.4738958e+02
   1.8113551e+02   1.6932103e+03   1.0137348e+03   4.6070218e+02
   5.5436916e+02   1.6956028e+03   1.1014300e+03   1.1764844e+03
   1.3367243e+03   1.6764626e+03   4.5438180e+02   1.3708359e+03
   1.4204626e+03   1.1572850e+03   6.9139580e+02   1.5983694e+03
   3.3904206e+02   8.8932243e+02   2.7662131e+02   9.0391835e+02
   4.7780841e+02   8.8453738e+02   2.3869907e+02   6.8823561e+02
   6.5007009e+02   9.6109813e+02   7.7198056e+02   1.1741143e+03
   1.0567991e+03   3.7253738e+02   1.2483787e+03   1.5533367e+03
   1.1668551e+03   3.7014486e+02   7.1983748e+02   1.3234331e+03
   3.8689252e+02   3.9167757e+02   1.1772745e+03   7.5696967e+02
   4.9934112e+02   3.8928505e+02   7.4353888e+02   1.5865187e+03
   5.8068692e+02   7.8644393e+02   9.5211120e+02   1.0603476e+03
   9.7545327e+02   7.7448131e+02   2.2210809e+02   7.4037869e+02
   1.2912664e+03   7.6491121e+02   1.1109106e+03   1.0745684e+03
   9.0128505e+02   9.5392056e+02   2.7188103e+02   1.1124907e+03
   7.4098598e+02   1.2218832e+03   2.3158865e+02   9.2524961e+02
   7.7448131e+02   1.2194907e+03   3.1454355e+02   7.5459953e+02
   8.0079907e+02   1.2242757e+03   1.2009759e+03   1.6362916e+03
   3.0554673e+02   1.0520140e+03   6.1792146e+02   1.3258033e+03
   5.2087383e+02   1.0448364e+03   4.5675194e+02   1.4751221e+03
   6.3332243e+02   1.0256963e+03   6.3214230e+02   6.8586547e+02
   9.1803271e+02   1.0256963e+03   5.7288880e+02   1.6173305e+03
   1.0400514e+03   1.0328738e+03   1.1109106e+03   1.5794082e+03
